Dptr Hour,Length of Flight (Hrs),Day of Week,Passengers Boarded,Passengers Booked 2 DtD,Stock Out Occurred,Cheese Platters Sold
15,4,Saturday,144,144,0,19
7,4,Wednesday,105,107,0,12
10,4,Thursday,163,147,0,21
8,2,Thursday,138,137,0,18
14,5,Monday,164,159,1,16
15,3,Thursday,89,81,0,12
13,2,Tuesday,128,126,0,17
15,3,Tuesday,138,139,0,20
3,1,Monday,165,161,0,17
7,6,Sunday,126,125,0,13
12,4,Saturday,160,145,0,21
16,2,Monday,141,136,1,15
13,2,Monday,165,167,1,18
4,4,Saturday,128,130,0,12
17,6,Thursday,137,131,1,20
15,2,Tuesday,119,111,0,16
7,2,Thursday,154,156,0,16
6,1,Sunday,133,133,0,13
10,4,Monday,140,131,0,18
9,1,Friday,138,138,0,18
10,6,Friday,120,113,1,15
18,2,Thursday,151,143,1,16
9,4,Monday,140,142,0,19
15,4,Thursday,143,138,0,18
11,2,Wednesday,165,152,0,20
23,6,Friday,155,143,0,17
17,3,Saturday,165,152,0,22
12,6,Tuesday,145,136,0,21
11,1,Wednesday,164,150,1,15
18,3,Tuesday,165,163,1,15
18,4,Monday,138,137,0,18
18,1,Saturday,107,105,0,13
16,1,Monday,113,110,0,15
17,3,Tuesday,145,143,1,15
15,6,Monday,159,159,1,15
14,3,Wednesday,125,118,0,16
7,4,Monday,165,165,1,15
17,6,Monday,99,95,0,14
16,2,Saturday,138,136,0,15
6,3,Sunday,120,113,0,12
14,1,Wednesday,153,142,0,20
5,5,Wednesday,118,115,0,13
4,3,Wednesday,111,101,0,12
6,6,Tuesday,165,156,0,18
16,3,Wednesday,63,59,0,8
14,1,Tuesday,135,133,1,17
22,2,Friday,162,164,1,16
20,3,Monday,165,167,0,17
5,5,Saturday,86,78,0,8
16,1,Tuesday,125,117,0,17
12,1,Monday,140,132,0,18
6,2,Wednesday,133,133,0,13
13,5,Friday,145,134,1,17
9,1,Thursday,127,121,1,15
15,6,Tuesday,133,129,0,18
12,2,Tuesday,165,151,0,22
4,1,Tuesday,143,129,0,13
8,5,Tuesday,140,140,1,19
10,3,Saturday,165,157,0,19
18,5,Wednesday,135,124,1,16
17,4,Tuesday,149,144,1,16
11,4,Wednesday,165,166,0,22
7,2,Tuesday,127,129,0,13
20,2,Thursday,165,154,0,17
13,2,Monday,157,155,0,21
20,3,Saturday,96,97,0,8
9,1,Thursday,84,82,0,11
13,5,Thursday,74,76,0,10
6,3,Wednesday,165,157,0,17
8,1,Wednesday,123,116,0,17
13,1,Friday,117,114,0,15
13,1,Friday,113,114,0,15
10,1,Thursday,165,158,1,16
2,6,Friday,141,133,0,14
8,2,Sunday,152,137,0,18
13,4,Sunday,122,111,0,15
11,2,Sunday,125,126,0,16
15,3,Tuesday,165,161,1,17
14,4,Tuesday,136,136,0,18
2,2,Tuesday,139,129,0,14
10,6,Wednesday,157,151,0,22
6,6,Thursday,79,78,0,8
16,1,Monday,121,115,0,17
16,6,Wednesday,115,116,1,15
0,1,Saturday,165,157,0,16
14,3,Saturday,134,131,0,16
7,6,Thursday,108,103,0,11
11,1,Tuesday,157,153,0,20
7,4,Saturday,69,63,0,7
13,3,Thursday,137,130,1,19
8,5,Saturday,125,115,0,16
